ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID,Sentence_Number,Phrase_Number
20,qiang,duɑʁl-le:-wu sə-xte-ȵi tɕetɕi-lɑ da-ʁů.,duɑʁl-le:-wu\tsə-xte-ȵi\ttɕetɕi-lɑ\tda-ʁů.,scythe-DEF:CL-INST\tDIR-chop-LNK\teverywhere-LOC\tDIR-throw(away),,,,1,5,2
21,qiang,"steke lɑ-s-ʁɑ,","steke\tlɑ-s-ʁɑ,",later\tDEF:one-day-LOC,,,,1,6,1
22,qiang,"tɕetɕi-lɑ-wu mufů tə-lɑ-ji,","tɕetɕi-lɑ-wu\tmufů\ttə-lɑ-ji,",everywhere-LOC-ABL\tsmoke\tDIR-come-CSM,,,,1,6,2
23,qiang,"ɦɑ-tsəi-ȵike,","ɦɑ-tsəi-ȵike,",INT-this.manner-after,,,,1,6,3
24,qiang,mi lu-ji.,mi\tlu-ji.,people\tcome-CSM,,,,1,6,4
25,qiang,mutsitʂu ȵɑ tugantʂu mutsitʂu ȵɑ tugantʂu zəpəq-tɑ ɦo-lu-ɑ:-ji.,mutsitʂu\tȵɑ\ttugantʂu\tmutsitʂu\tȵɑ\ttugantʂu\tzəpəq-tɑ\tɦo-lu-ɑ:-ji.,Mutsitʂu\tCOM\tTugantʂu\tMutsitʂu\tCOM\tTugantʂu\tearth-LOC\tDIR-come-PRS-CSM,,,,2,1,1
26,qiang,"ɑpə mupithɑ-ŋuəȵi,","ɑpə\tmupithɑ-ŋuəȵi,",father(god)\tMupitha-TOP,,,,2,2,1
27,qiang,"thəzzi-tɑ kə-ji,","thəzzi-tɑ\tkə-ji,",3dl-LOC\tthus-say,,,,2,2,2
28,qiang,“ʔizzi zəpəq-tɑ ɦa-ʁa-i-ta ɦɑ-ʁə-i.”,“ʔizzi\tzəpəq-tɑ\tɦa-ʁa-i-ta\tɦɑ-ʁə-i.”,2dl\tearth-LOC\tDIR-go-2pl-if\tDIR-go-2pl,,,,2,2,3
29,qiang,"thizzi kə ʁza-ʁa,","thizzi\tkə\tʁza-ʁa,",3dl\tgo\ttime-LOC,,,,2,3,1
30,qiang,"ɑpə-xsə-ŋuəȵi themle lu-zu xsə-quɑt de-l-wei,","ɑpə-xsə-ŋuəȵi\tthemle\tlu-zu\txsə-quɑt\tde-l-wei,",father-god-TOP\t3pl\tChina.fir-seed\tthree-bushel\tDIR-give-HS,,,,2,3,2
31,qiang,"ɦɑ-ʁə-ȵi ʁopu ɦe-gi-s-tɑ i-phi-kəi,","ɦɑ-ʁə-ȵi\tʁopu\tɦe-gi-s-tɑ\ti-phi-kəi,",DIR-go-ADV\tmountain\tDIR-low(short)-NOM-LOC\tDIR-plant-NAR,,,,2,3,3
32,qiang,"nai tshəmɑ we-tɕ səɸ-zu xsə-quɑt de-tɕi-le-wei,","nai\ttshəmɑ\twe-tɕ\tsəɸ-zu\txsə-quɑt\tde-tɕi-le-wei,",other\tthorn\texist-GEN\ttree-seed\tthree-bushel\tDIR-CON-give-HS,,,,2,3,4
33,qiang,"ʁopu ti-wi-s-tɑ i-phi-kəi,","ʁopu\tti-wi-s-tɑ\ti-phi-kəi,",mountain\tDIR-high-NOM-LOC\tDIR-plant-NAR,,,,2,3,5
34,qiang,"nai poquʂ e-khe-χan de-tɕi-le,","nai\tpoquʂ\te-khe-χan\tde-tɕi-le,",other\tlivestock\tone-hundred-kind\tDIR-CON-give,,,,2,3,6
35,qiang,"thizzi tə-wɑʁ,","thizzi\ttə-wɑʁ,",3dl\tDIR-drive.ahead,,,,2,3,7
36,qiang,ɑ-stu-χɑn phuxʂu-ŋuəȵi themle-steke ɑ-dzɑ-ʐ-ȵi.,ɑ-stu-χɑn\tphuxʂu-ŋuəȵi\tthemle-steke\tɑ-dzɑ-ʐ-ȵi.,one-thousand-kind\twild.creatures-TOP\t3pl-behind\tDIR-follow-CAUS-ADV,,,,2,3,8
37,qiang,"qala-ʁa,","qala-ʁa,",separate/divide/leave-LOC,,,,2,4,1
38,qiang,"thizzi-tɑ kə-ji-wei,","thizzi-tɑ\tkə-ji-wei,",3dl-LOC\tthus-say-HS,,,,2,4,2
39,qiang,“ʔile gue:ʴ-tɑ-ŋuəȵi hɑ-l-ȵi mutu-lɑ tɕe-tse-ʂu.”,“ʔile\tgue:ʴ-tɑ-ŋuəȵi\thɑ-l-ȵi\tmutu-lɑ\ttɕe-tse-ʂu.”,2pl\troad-LOC-TOP\tDIR-look-ADV\theaven-LOC\tNEG.IMP-look-DTV,,,,2,4,3
40,qiang,"mutsitʂu ȵɑ tugantʂu-ŋuəȵi ɕtɕi-ků tə-nɑ-wei,","mutsitʂu\tȵɑ\ttugantʂu-ŋuəȵi\tɕtɕi-ků\ttə-nɑ-wei,",Mutsitʂu\tCOM\tTugantʂu-TOP\theart/mind-inside\tDIR-good-HS,,,,2,5,1
41,qiang,"gue:ʴ-tɑ kə ʁza-ʁɑ zəm ɦɑ-tshuə-ȵi,","gue:ʴ-tɑ\tkə\tʁza-ʁɑ\tzəm\tɦɑ-tshuə-ȵi,",road-LOC\tgo\ttime-LOC\tsong\tDIR-sing-ADV,,,,2,5,2
42,qiang,zəm tu-χsu-ȵi lu-ji.,zəm\ttu-χsu-ȵi\tlu-ji.,song\tDIR-jump/dance-LNK\tcome-CSM,,,,2,5,3
43,qiang,"thizzi-ŋuəȵi qe:ʴ-tɑ ɑpə mupithɑ thizzi oqpi pə-ʐ mo-ʁu-χuɑ-ȵi,","thizzi-ŋuəȵi\tqe:ʴ-tɑ\tɑpə\tmupithɑ\tthizzi\toqpi\tpə-ʐ\tmo-ʁu-χuɑ-ȵi,",3dl-TOP\tbefore-LOC\tgod\tMupitha\t3dl\tone:family\tdo-CAUS\tNEG-willing-because-ADV,,,,2,6,1
44,qiang,"hɑ-l-ȵi mutu-lɑ tə-lə-ȵi tse-i,","hɑ-l-ȵi\tmutu-lɑ\ttə-lə-ȵi\ttse-i,",DIR-look-ADV\theaven-LOC\tDIR-look-LNK\tsee-HS,,,,2,6,2
45,qiang,"thəpɑktɑ,","thəpɑktɑ,",as.a.result,,,,2,6,3
46,qiang,"ȵile-steke ɑ-stu-χɑn phuxʂu doqu-ʐ-ək tɕetɕi-lɑ du-fu-wei,","ȵile-steke\tɑ-stu-χɑn\tphuxʂu\tdoqu-ʐ-ək\ttɕetɕi-lɑ\tdu-fu-wei,",3plREFL-behind\tone-thousand-kind\twild.animals\tfrighten-CAUS-INF\teverywhere-LOC\tDIR-flee-HS,,,,2,6,4
47,qiang,"ɦɑ-tsəi-ȵi,","ɦɑ-tsəi-ȵi,",INT-this.manner-ADV,,,,2,6,5
48,qiang,pitɕ phu-ʁɑ ʐi-m phuxʂu pe-wei.,pitɕ\tphu-ʁɑ\tʐi-m\tphuxʂu\tpe-wei.,now\tforest-LOC\texist-NOM\twild.animals\tbecome-HS,,,,2,6,6
49,qiang,"themle zəpəq-tɑ i-pə-l-ȵike,","themle\tzəpəq-tɑ\ti-pə-l-ȵike,",3pl\tearth-LOC\tDIR-arrive-come-after,,,,2,7,1
50,qiang,"e-tʂequɑ de-tshe-ȵi lu-zu-lɑ-hɑ ʁopu ti-wi-s-tɑ de-se-ku,","e-tʂequɑ\tde-tshe-ȵi\tlu-zu-lɑ-hɑ\tʁopu\tti-wi-s-tɑ\tde-se-ku,",DIR-remember\tDIR-wrong-ADV\tChina.fir-seed-DEF:one-pl\tmountain\tDIR-high-NOM-LOC\tDIR-sow-NAR,,,,2,7,2
51,qiang,"tshəmɑ we-tɕ səɸ-zu-lɑ-hɑ-ŋuəȵi ʁopu ɦe-gi-s-tɑ de-se-ku,","tshəmɑ\twe-tɕ\tsəɸ-zu-lɑ-hɑ-ŋuəȵi\tʁopu\tɦe-gi-s-tɑ\tde-se-ku,",thorn\texist-GEN\ttree-seed-DEF:one-pl-TOP\tmountain\tDIR-short-NOM-LOC\tDIR-sow-NAR,,,,2,7,3
52,qiang,"ɦɑ-tsəi ŋuə-χuɑ-ȵi,","ɦɑ-tsəi\tŋuə-χuɑ-ȵi,",INT-this.manner\tCOP-because-ADV,,,,2,7,4
53,qiang,ɦe-gi-s-tɑ-ŋuəȵi tshəmɑ tə-ʂ-jy ŋuə.,ɦe-gi-s-tɑ-ŋuəȵi\ttshəmɑ\ttə-ʂ-jy\tŋuə.,DIR-short-NOM-LOC-TOP\tthorn\tDIR-grow-ASP\tCOP,,,,2,7,5
54,qiang,"thizzi zɑ-ʁə bəl-dʐə-wa-χuɑ-ȵi,","thizzi\tzɑ-ʁə\tbəl-dʐə-wa-χuɑ-ȵi,",3dl\tearth-LOC\tdo-able-very-because-ADV,,,,2,8,1
55,qiang,"lu te-x-ȵi104 tɕiʁuɑ tə-ɬi,","lu\tte-x-ȵi104\ttɕiʁuɑ\ttə-ɬi,",China.fir\tDIR-cut-ADV\thouse\tDIR-build,,,,2,8,2
56,qiang,"tshəmɑ ɦa-xte-ȵi zə tə-ʐge,","tshəmɑ\tɦa-xte-ȵi\tzə\ttə-ʐge,",thorn\tDIR-cut.down-ADV\tland\tDIR-open,,,,2,8,3
57,qiang,ʐmə tɕhe-tɕ ʐguə i-ɸi-ji.,ʐmə\ttɕhe-tɕ\tʐguə\ti-ɸi-ji.,humankind\twant-GEN\tgrain\tDIR-plant-CSM,,,,2,8,4
58,qiang,"kɑpətttʂ kou qe:ʴ-qe:ʴ-tu ɦɑlɑ kɑpətʂ kou ŋuə-kei-tɕu,","kɑpətttʂ\tkou\tqe:ʴ-qe:ʴ-tu\tɦɑlɑ\tkɑpətʂ\tkou\tŋuə-kei-tɕu,",orphan\tINDEF:one:CL\tbefore-before-LNK\tINT\torphan\tINDEF:one:CL\tCOP-NAR-PART,,,,3,1,1
59,qiang,"ep lə me-ʐi ew lə me-ʐi ke: ŋuə-kəi-tɕu,","ep\tlə\tme-ʐi\tew\tlə\tme-ʐi\tke:\tŋuə-kəi-tɕu,",father\talso\tNEG-exist\tmother\talso\tNEG-exist\tINDEF:CL\tCOP-NAR-PART,,,,3,1,2
60,qiang,"tu ɦɑlɑ ʂkup-le:-ŋuəȵi ɦɑ-tsu kɑpətʂ tou dzə kɑntɕhi-kui-tɕu,","tu\tɦɑlɑ\tʂkup-le:-ŋuəȵi\tɦɑ-tsu\tkɑpətʂ\ttou\tdzə\tkɑntɕhi-kui-tɕu,",RESULT\tINT\torangutan-DEF:CL-TOP\tINT-here\torphan\tDEF:one:CL\teat\tthink/want-NAR-PART,,,,3,1,3
61,qiang,"kɑpətʂ lou dzə kɑntɕi:-tu,","kɑpətʂ\tlou\tdzə\tkɑntɕi:-tu,",orphan\tDEF:one:CL\teat\tthink/want-LNK,,,,3,1,4
62,qiang,"ɦɑlɑ,","ɦɑlɑ,",INT,,,,3,1,5
63,qiang,"kɑpətʂ tou gəs-tɑ ɦɑ-xtʂə-pɑ:-jə-tu qu-kəpə-kəi-ʂ,","kɑpətʂ\ttou\tgəs-tɑ\tɦɑ-xtʂə-pɑ:-jə-tu\tqu-kəpə-kəi-ʂ,",orphan\tDEF:one:CL\tnight-LOC\tDIR-get.dark-become:PRS-REP-LNK\tɦe-afraid-HABIT-NAR-LNK,,,,3,1,6
64,qiang,"tɕəu-lɑ kə ʁza-ʁɑ,","tɕəu-lɑ\tkə\tʁza-ʁɑ,",home-LOC\tgo\twhen-LOC,,,,3,1,7
65,qiang,"zei ɦe-zei-ȵi kə-kəpə-kəi-tɕu,","zei\tɦe-zei-ȵi\tkə-kəpə-kəi-tɕu,",cry\tDIR-cry-ADV\tgo-HABIT-NAR-PART,,,,3,1,8
66,qiang,"tu ɦɑlɑ dɑ-qɑ dɑ-qɑ-tu gue:ʴ-tɑ ɦɑ-qɑ,","tu\tɦɑlɑ\tdɑ-qɑ\tdɑ-qɑ-tu\tgue:ʴ-tɑ\tɦɑ-qɑ,",RESULT\tINT\tDIR-go\tDIR-go-LNK\troad-LOC\tDIR-go,,,,3,1,9
67,qiang,χa-le:-ȵɑ e-tʂepe-kəi-tɕu.,χa-le:-ȵɑ\te-tʂepe-kəi-tɕu.,needle-DEF:CL-COM\tDIR-encounter-NAR-PART,,,,3,1,10
68,qiang,"χa-le:-wu tə-keʴl-kui-tɕu,","χa-le:-wu\ttə-keʴl-kui-tɕu,",needle-DEF:CL-AGT\tDIR-ask-NAR-PART,,,,3,2,1
69,qiang,"“ha,","“ha,",EXCL,,,,3,2,2
70,qiang,"ȵi:-pe-wɑ,105 ȵi:-pe-wɑ,”","ȵi:-pe-wɑ,105\tȵi:-pe-wɑ,”",WH-become-Q\tWH-become-Q,,,,3,2,3
71,qiang,jə-tu.,jə-tu.,say-LNK,,,,3,2,4
72,qiang,"ɦɑ kɑpətʂ tou hɑ-sə-kəi-ʂə,","ɦɑ\tkɑpətʂ\ttou\thɑ-sə-kəi-ʂə,",INT\torphan\tDEF:one:CL\tDIR-make.sound-NAR-LNK,,,,3,3,1
73,qiang,“hi!,“hi!,EXCL,,,,3,3,2
74,qiang,"ʂkup-te:-wu maha qɑ dzə lɑ:,”","ʂkup-te:-wu\tmaha\tqɑ\tdzə\tlɑ:,”",orangutan-DEF:CL-AGT\tnight\t1sg\teat\tcome:PRS,,,,3,4,1
75,qiang,"jə-ʂə,","jə-ʂə,",say-LNK,,,,3,4,2
76,qiang,"“qɑ tɕəu-lɑ o-zů-ȵi qɑ ou-stu je qu-ɑ-wɑ,”","“qɑ\ttɕəu-lɑ\to-zů-ȵi\tqɑ\tou-stu\tje\tqu-ɑ-wɑ,”",1sg\thome-LOC\tDIR-sit-ADV\t1sg\tone:CL-alone\tlive/stay\tafraid-1sg-EMPH,,,,3,4,3
77,qiang,jə-kui-tɕu.,jə-kui-tɕu.,say-NAR-PART,,,,3,4,4
78,qiang,"tu χa-le:-ŋuəȵi,","tu\tχa-le:-ŋuəȵi,",RESULT\tneedle-DEF:CL-TOP,,,,3,5,1
79,qiang,"“ha qu me-tɕhi-wɑ,","“ha\tqu\tme-tɕhi-wɑ,",EXCL\tafraid\tNEG-want-DTV,,,,3,5,2
80,qiang,"maha-ȵi-ŋuəȵi qɑ ʔũ-gul zu-lu-ɑ:-wɑ,”","maha-ȵi-ŋuəȵi\tqɑ\tʔũ-gul\tzu-lu-ɑ:-wɑ,”",night-ADV-TOP\t1sg\t2sg-companion\tDIR-come-1sg:PRS-EMPH,,,,3,5,3
81,qiang,jə-kui-tɕu.,jə-kui-tɕu.,say-NAR-PART,,,,3,5,4
82,qiang,"tu ɦala ɦe-zei,","tu\tɦala\tɦe-zei,","RESULT\tINT\tDIR-cry,",,,,3,6,1
83,qiang,"ɦe-zei-ȵi dɑ-qə-kəi,","ɦe-zei-ȵi\tdɑ-qə-kəi,",DIR-cry-ADV\tDIR-go-NAR,,,,3,6,2
84,qiang,"dɑ-qə-kəi-tu,","dɑ-qə-kəi-tu,",DIR-go-NAR-LNK,,,,3,6,3
85,qiang,"ɦɑlɑ qusɑp-te:-ȵɑ e-tʂepe-kəi-tɕu,","ɦɑlɑ\tqusɑp-te:-ȵɑ\te-tʂepe-kəi-tɕu,",INT\tscissors-DEF:CL-COM\tDIR-encounter-NAR-PART,,,,3,6,4
86,qiang,qusɑp-te:-wu “a ʔũ ȵiɣi-pe-wɑ?,qusɑp-te:-wu\t“a\tʔũ\tȵiɣi-pe-wɑ?,scissors-DEF:CL-AGT\tEXCL\t2sg\twhat-become-Q,,,,3,6,5
87,qiang,ȵi-χuɑ-ȵi kə-zei-n-ɑ?”,ȵi-χuɑ-ȵi\tkə-zei-n-ɑ?”,WH-because-ADV\tthus-cry-2sg-Q,,,,3,7,1
88,qiang,jə-kui-tɕu.,jə-kui-tɕu.,say-NAR-PART,,,,3,8,1
89,qiang,"ɦɑ “qɑ tɕəu-lɑ ou-tɕi me-ʐa-wɑ,","ɦɑ\t“qɑ\ttɕəu-lɑ\tou-tɕi\tme-ʐa-wɑ,",INT\t1sg\thome-LOC\tone:CL-EXC\tNEG-exist:1sg-EMPH,,,,3,9,1
90,qiang,"ʂkup-te: qɑ dzɑ:,”","ʂkup-te:\tqɑ\tdzɑ:,”",orangutan-DEF:CL\t1sg\teat:PRS,,,,3,9,2
91,qiang,"jə-kəpə-ʂə,","jə-kəpə-ʂə,",say-HABIT-LNK,,,,3,9,3
92,qiang,"“maha-ȵi ɦo-lu-kəpə-wɑ,”","“maha-ȵi\tɦo-lu-kəpə-wɑ,”",night-ADV\tDIR-come-HABIT-EMPH,,,,3,9,4
93,qiang,jə-kui-tɕu.,jə-kui-tɕu.,say-NAR-PART,,,,3,9,5
94,qiang,"“a: ke:-jə mɑ-ŋ̥u̥ə-ta ʐə me-w,","“a:\tke:-jə\tmɑ-ŋ̥u̥ə-ta\tʐə\tme-w,",EXCL\tINDEF:CL-EXC\tNEG-COP-if\tmatter\tNEG-exist,,,,3,10,1
95,qiang,"maha qɑ ʔũ gul zu-lu-ɑ:-wɑ,”","maha\tqɑ\tʔũ\tgul\tzu-lu-ɑ:-wɑ,”",night\t1sg\t2sg\tcompanion\tDIR-come-1sg:PRS-EMPH,,,,3,10,2
96,qiang,"jə-kui-tɕu,","jə-kui-tɕu,",say-NAR-PART,,,,3,10,3
97,qiang,"“ʔũ-gul zu-lu-ɑ:-wɑ,”","“ʔũ-gul\tzu-lu-ɑ:-wɑ,”",2sg-friend\tDIR-come-1sg:PRS-EMPH,,,,3,10,4
98,qiang,jə-kui-tu.,jə-kui-tu.,say-NAR-LNK,,,,3,10,5
99,qiang,"ɦɑ-the-wu χaiʂə ɦe-zei ɦe-zei-ȵi dɑ-qə-jə ɦe-zei ɦe-zei-ȵi dɑ-qə-jə-kəi-tu,","ɦɑ-the-wu\tχaiʂə\tɦe-zei\tɦe-zei-ȵi\tdɑ-qə-jə\tɦe-zei\tɦe-zei-ȵi\tdɑ-qə-jə-kəi-tu,",INT-that-ABL\t†(still.is)\tDIR-cry\tDIR-cry-ADV\tDIR-go-REP\tDIR-cry\tDIR-cry-ADV\tDIR-go-REP-NAR-LNK,,,,3,11,1
100,qiang,"χaiʂə xsə ɕtɕiɕtɕiɑq tou-ȵɑ e-tʂepe-kə-jə-kei-tɕu,","χaiʂə\txsə\tɕtɕiɕtɕiɑq\ttou-ȵɑ\te-tʂepe-kə-jə-kei-tɕu,",†(still.is)\tnew(again)\tmagpie\tDEF:one:CL-COM\tDIR-encounter-go-REP-NAR-PART,,,,3,11,2
101,qiang,"ɕtɕiɕtɕɑq tou-ȵɑ e-tʂepe-kəi-tu,","ɕtɕiɕtɕɑq\ttou-ȵɑ\te-tʂepe-kəi-tu,",magpie\tDEF:one:CL-COM\tDIR-encounter-NAR-LNK,,,,3,11,3
102,qiang,“a: ʔũ ȵi-χuɑ-ȵi kə-zei-n-ɑ?”,“a:\tʔũ\tȵi-χuɑ-ȵi\tkə-zei-n-ɑ?”,EXCL\t2sg\tWH-because-ADV\tthus-cry-2sg-Q,,,,3,11,4
103,qiang,jə-kui.,jə-kui.,say-NAR,,,,3,12,1
104,qiang,"“qɑ-ŋuəȵi tɕəu-lɑ ou-jə me-ʐa-wɑ,","“qɑ-ŋuəȵi\ttɕəu-lɑ\tou-jə\tme-ʐa-wɑ,",1sg-TOP\thome-LOC\tone:CL-EXC\tNEG-exist:1sg-EMPH,,,,3,13,1
105,qiang,"tɑtə lə me-ʐi,","tɑtə\tlə\tme-ʐi,",father\talso\tNEG-exist,,,,3,13,2
106,qiang,"mɑ lə me-ʐi,","mɑ\tlə\tme-ʐi,",mother\talso\tNEG-exist,,,,3,13,3
107,qiang,"ep-ew me-ʐi ɦɑ-kou ŋuɑ-ʂə,","ep-ew\tme-ʐi\tɦɑ-kou\tŋuɑ-ʂə,",father-mother\tNEG-exist\tINT-INDEF:one:CL\tCOP:1sg-LNK,,,,3,13,4
108,qiang,"tɕəu-lɑ ɦɑ-xtʂəp-ȵike,","tɕəu-lɑ\tɦɑ-xtʂəp-ȵike,",home-LOC\tDIR-get.dark-after,,,,3,13,5
109,qiang,"ʂkup-le:-wu qɑ dzɑ:,”","ʂkup-le:-wu\tqɑ\tdzɑ:,”",orangutan-DEF:CL-AGT\t1sg\teat:PRS,,,,3,13,6
110,qiang,"jə-kəpə-ʂə,","jə-kəpə-ʂə,",say-HABIT-LNK,,,,3,13,7
111,qiang,"“qɑ tɕəu-lɑ je qu-ɑ-wɑ,”","“qɑ\ttɕəu-lɑ\tje\tqu-ɑ-wɑ,”",1sg\thome-LOC\tlive/stay\tafraid-1sg-EMPH,,,,3,13,8
112,qiang,jə-kui-tɕu.,jə-kui-tɕu.,say-NAR-PART,,,,3,13,9
113,qiang,“hi!,“hi!,EXCL,,,,3,14,1
114,qiang,"qu me-tɕhi-wɑ,","qu\tme-tɕhi-wɑ,",afraid\tNEG-want-EMPH,,,,3,15,1
115,qiang,"maha-ȵi qɑ ʔũ-gul zu-lu-ɑ:-wɑ,”","maha-ȵi\tqɑ\tʔũ-gul\tzu-lu-ɑ:-wɑ,”",night-ADV\t1sg\t2sg-companion\tDIR-come-1sg:PRS-EMPH,,,,3,15,2
116,qiang,jə-kui-tɕu.,jə-kui-tɕu.,say-NAR-PART,,,,3,15,3
117,qiang,"xsə dɑ-qə dɑ-qə-jə-kəi,","xsə\tdɑ-qə\tdɑ-qə-jə-kəi,",new(again)\tDIR-go\tDIR-go-REP-NAR,,,,3,16,1
118,qiang,"dɑ-qɑ dɑ-qə-jə-kəi-tu,","dɑ-qɑ\tdɑ-qə-jə-kəi-tu,",DIR-go\tDIR-go-REP-NAR-LNK,,,,3,16,2
119,qiang,"ɦɑlɑ noʁu-le:-ȵɑ e-tʂepe-kəi-tɕu,","ɦɑlɑ\tnoʁu-le:-ȵɑ\te-tʂepe-kəi-tɕu,",INT\tcrow-DEF:CL-COM\tDIR-encounter-NAR-PART,,,,3,16,3
120,qiang,"noʁu-le:-ȵɑ e-tʂepe-kəi-tu,","noʁu-le:-ȵɑ\te-tʂepe-kəi-tu,",crow-DEF:CL-COM\tDIR-encounter-NAR-LNK,,,,3,16,4
121,qiang,“ha!,“ha!,EXCL,,,,3,16,5
122,qiang,ʔũ ȵi-χuɑ-ȵi kə-zei-n-ɑ?”,ʔũ\tȵi-χuɑ-ȵi\tkə-zei-n-ɑ?”,2sg\tWH-because-ADV\tthus-cry-2sg-Q,,,,3,17,1
123,qiang,jə-kui.,jə-kui.,say-NAR,,,,3,18,1
124,qiang,"tu χaiʂə “qɑ ɦɑlɑ ep lə me-ʐi əw lə me-ʐi,","tu\tχaiʂə\t“qɑ\tɦɑlɑ\tep\tlə\tme-ʐi\təw\tlə\tme-ʐi,",RESULT\t†(still.is)\t1sg\tINT\tfather\talso\tNEG-exist\tmother\talso\tNEG-exist,,,,3,19,1
125,qiang,"kɑpətʂ kou-jə mɑ-ŋuɑ-ʂə,","kɑpətʂ\tkou-jə\tmɑ-ŋuɑ-ʂə,",orphan\tDEF:one:CL-EXC\tNEG-COP:1sg-LNK,,,,3,19,2
126,qiang,"tu ɦɑlɑ gəs-tɑ-ŋuəȵi je qu-ɑ-wɑ,","tu\tɦɑlɑ\tgəs-tɑ-ŋuəȵi\tje\tqu-ɑ-wɑ,",RESULT\tINT\tnight-LOC-TOP\tlive/stay\tafraid-1sg-EMPH,,,,3,19,3
127,qiang,"ʂkup-le:-ŋuəȵi qɑ dzɑ:-wɑ,”","ʂkup-le:-ŋuəȵi\tqɑ\tdzɑ:-wɑ,”",orangutan-DEF:CL-TOP\t1sg\teat:PRS-EMPH,,,,3,19,4
128,qiang,jə-kui-tɕu.,jə-kui-tɕu.,say-NAR-PART,,,,3,19,5
129,qiang,"“ha,","“ha,",EXCL,,,,3,20,1
